comment;id;rating;Вопрос решен;Нравится качество выполнения заявки;Нравится качество работы сотрудников;Нравится скорость отработки заявок;Понравилось выполнение заявки;Вопрос не решен
специалист перезвонил, всё разъяснили.;4201421;5;1;0;0;0;0;0
все хорошо;4201353;5;0;0;0;0;1;0
лучшие;4201319;5;0;0;1;0;0;0
почему не дает вносить показания электроэнергии в приложении?;4201201;5;0;0;0;0;0;1
работа выполнена на 5+.      но лампочки очень не качественные, часто меняют ((;4201195;5;1;0;0;0;0;0
спасибо, все отлично!;4201149;5;0;1;0;0;1;0
все сделал быстро, качественно.;4201146;5;1;1;0;1;0;0
быстро среагировали! спасибо;4201138;5;0;0;0;1;0;0
пока не создашь заявку, выполняется только уборка техникой;4201035;5;0;0;0;0;0;0
прошу учесть на 22.01.2025 показания счётчика холодной воды - 95,6;4200993;5;0;0;0;0;0;1
так сумма начисления за декабрь так и осталась висеть в личном кабинете к оплате. уберите её - она уже оплачена.;4200921;5;0;0;0;0;0;1
спасибо, мусор и дверь вынесли, но полы не помыли;4200782;5;1;0;0;0;0;0
выполнено;4200717;5;1;0;0;0;0;0
быстро отреагировали на заявку , сразу решили проблему , спасибо;4200630;5;1;0;0;1;1;0
человека выпустили. но в лифте нет телефона для связи и по кнопке связи с диспечером связи нет! поэтому вызывали через соседей.;4200575;5;1;0;0;0;0;0
большое спасибо за оперативность, в решении данной проблемы;4200359;5;1;0;0;1;1;0
вопрос решили очень быстро. большое спасибо!;4199856;5;1;0;0;1;1;0
очень вежливый и внимательный мастер. все выяснил и починил !;4199634;5;1;0;1;0;0;0
оперативно устранили протечку.;4199353;5;1;0;0;1;0;0
все заработало;4199328;5;1;0;0;0;0;0
все сделали. но оперативности не было. на третий день после заявки об аварийной ситуации отреагировали и то после доп звонка;4199209;5;1;0;0;0;0;0
быстро и по делу;4199183;5;0;0;0;1;0;0
"очень доволен 👍
быстро и качественно 
благодарю 🤩";4199041;5;0;1;0;1;1;0
быстро обработали заявку,и быстро пришли слесари;4198998;5;0;0;0;1;0;0
здравствуйте! на нашем 7 этаже  нет запаха краски, так как дверь красили на другом этаже. заявка касается зловония гнилью и кошачьим туалетом. в воскресенье, 19 января, запах исчез, но сейчас он снова появился. усиливается вонь возле вентиляции, у 26-27 квартир. решите, пожалуйста, проблему.;4198853;5;0;0;0;0;0;1
